Categorías,DATA PARA WEB
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tantannamoc">Tantannamoc [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#templo/templos">templo/templos [Pedro Sancho]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#tichicasa">Tichicasa [Pedro Sancho]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#timpay">Timpay [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#titicaca">Titicaca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tucapuc">Tucapuc [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tuguraua">Tuguraua [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tumayricapac">Tumayricapac [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilca conga/uilcaconga">Uilca conga/Uilcaconga [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilca/uilcas">uilca/uilcas [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilcana">uilcana [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilcos guanacauri">Uilcos guanacauri [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uirco">Uirco [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uisiguiumai">Uisiguiumai [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uiticos">Uiticos [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#urauilca">Urauilca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#urpai guachac">Urpai guachac [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uscovilca">Uscovilca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uscucalla">Uscucalla [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#utaran">Utaran [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uullotoa">Uullotoa [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uzno/uznos">uzno/uznos [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yamoc zuya">Yamoc Zuya [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yanay guanca">Yanay guanca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yanayacolca">Yanayacolca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yaño">Yaño [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yarobaha">Yarobaha [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yarouilca">Yarouilca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllacsachucco">Yllacsachucco [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllas llamas">yllas llamas [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllinca">Yllinca [Cristóbal de Albornoz]</a></p>
Huaca,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#zunis">Zunis [Cristóbal de Albornoz]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#aposento">aposento [Cristóbal de Mena]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayas pampa">Ayas pampa [Cristóbal de Albornoz]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#bohío/bohíos">bohío/bohíos [Cristóbal de Mena]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#bohios">bohios [Andrés de Vega]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#camino">camino [Cristóbal de Mena]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#camino real">camino real [Andrés de Vega]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#camino real / caminos reales">camino real / caminos reales [Cristóbal de Albornoz]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#camino/caminos">camino/caminos [Pedro Sancho]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#caminos">Caminos [Andrés de Vega]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#casa">casa [Cristóbal de Albornoz]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#casa/casas">casa/casas [Cristóbal de Mena]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#casas">casas [Andrés de Vega]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coricancha/curicanche/curicancha">Coricancha/Curicanche/Curicancha [Cristóbal de Albornoz]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cuzco">Cuzco [Pedro Sancho]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#edificio">edificio [Pedro Sancho]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#edificios">edificios [Andrés de Vega]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#fortaleza">fortaleza [Cristóbal de Mena]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guachaca">Guachaca [Cristóbal de Albornoz]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guariguaca">Guariguaca [Cristóbal de Albornoz]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#mezquita">mezquita [Cristóbal de Mena]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#mezquita">mezquita [Pedro Sancho]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pachacama/pachacamac">Pachacama/Pachacamac [Cristóbal de Albornoz]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#puente/puentes">puente/puentes [Pedro Sancho]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#real">real [Cristóbal de Mena]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#tambo">Tambo [Andrés de Vega]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tambo">tambo [Cristóbal de Albornoz]</a></p>
Infraestructura,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tambocancha">Tambocancha [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#antiguos">antiguos [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#añana">Añana [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#atagualpa">Atagualpa [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#auquiszapari">Auquiszapari [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cacique/caciques">cacique/caciques [Pedro Sancho]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cacique/caciques">cacique/caciques [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#capac yupanqui">Capac Yupanqui [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#curacas">curacas [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#curacas">curacas [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cusi amaro">Cusi Amaro [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaca/guacas">guaca/guacas [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guacamayos [sic: guaca camayos]">guacamayos [sic: guaca camayos] [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guacas">Guacas [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaman inga">Guaman Inga [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hanan">Hanan [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hanansaya">Hanansaya [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurin">hurin [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurinsaya">hurinsaya [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#inca/inga/incas">Inca/Inga/Incas [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ingas/ynga/yngas">ingas/ynga/yngas [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mango ynga">Mango Ynga [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#mitimaes">mitimaes [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mitimas">mitimas [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#nina amaro">Nina Amaro [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pacarisca/pacariscas">pacarisca/pacariscas [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pachacama/pachacamac'">Pachacama/Pachacamac' [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#patan cochache">Patan Cochache [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#patan llocllachin">Patan Llocllachin [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#principales">principales [Andrés de Vega]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#principales">principales [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tito cuxi yupanqui ">Tito Cuxi Yupanqui  [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tocricoc">tocricoc [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#topa amaro/tupa amaro">Topa Amaro/Tupa Amaro [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#topa ynga yupangui/tupa ynga yupangui">Topa Ynga Yupangui/Tupa Ynga Yupangui [Cristóbal de Albornoz]</a></p>
Institución,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uiracocha ynga">Uiracocha Ynga [Cristóbal de Albornoz]</a></p>
Khipu,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#memoria">memoria [Andrés de Vega]</a></p>
Khipu,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quipos">quipos [Cristóbal de Albornoz]</a></p>
Lengua,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guanca">guanca [Andrés de Vega]</a></p>
Lengua,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#quíchua">quíchua [Andrés de Vega]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acollico/acollicos">acollico/acollicos [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#adoratorios">adoratorios [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apachita">apachita [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auqui/auquis">auqui/auquis [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayllar">ayllar [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayra">ayra [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cacchaui">cacchaui [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cachauis">cachauis [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cachua">cachua [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#camachico">camachico [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#çanco">çanco [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ceques">Ceques [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guacanqui">guacanqui [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#lengua general/lenguas generales">lengua general/lenguas generales [Andrés de Vega]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#lengua/lenguas">lengua/lenguas [Andrés de Vega]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#memoria">memoria [Andrés de Vega]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quiquchicuy">quiquchicuy [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rinri utcu">rinri utcu [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rutuchicos">rutuchicos [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taqui ongo">taqui ongo [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taqui/taquis/taquies">taqui/taquis/taquies [Cristóbal de Albornoz]</a></p>
Manifestación cultural,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllas llamas">yllas llamas [Cristóbal de Albornoz]</a></p>
Medicina,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilca/uilcas">uilca/uilcas [Cristóbal de Albornoz]</a></p>
Medicina,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#vilca">vilca [Andrés de Vega]</a></p>
Minería,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#guarnacabo">Guarnacabo [Pedro Sancho]</a></p>
Mobiliario,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#hamacas">Hamacas [Andrés de Vega]</a></p>
Ofrenda,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mollo/mollos">mollo/mollos [Cristóbal de Albornoz]</a></p>
Ofrenda,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllapa'">yllapa' [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acchu">Acchu [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#achi">Achi [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ácos">Ácos [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#airamba">Airamba [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ala">Ala [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#alca">Alca [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#amarayuilca">Amarayuilca [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#amayabamba">Amayabamba [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#andabailla">Andabailla [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#andaguailas">Andaguailas [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#andamayo">Andamayo [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#andes">Andes [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#andesuyo">Andesuyo [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anuñoc/anucñoc">Anuñoc/Anucñoc [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anuñuc">Anuñuc [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#arequipa">Arequipa [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayas">Ayas [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayllo/ayllos">ayllo/ayllos [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#biena">Biena [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#bilcas">Bilcas [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#bilcas">Bilcas [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cacamarca">Cacamarca [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cacicazgos">cacicazgos [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#calca">Calca [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#callao">Callao [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#camino/caminos">camino/caminos [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#campichez guaranga">Campichez guaranga [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#canco">Canco [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#candasuyo">Candasuyo [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caruac">Caruac [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cauansibe">Cauansibe [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cauansibi">Cauansibi [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#caxamalca">Caxamalca [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#caxamalca">Caxamalca [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caxas">Caxas [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caylloycoc guanoco">Caylloycoc guanoco [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chacacato">Chacacato [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chácaras">chácaras [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chaupis guaranga">Chaupis guaranga [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chazmal">Chazmal [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chiguata">Chiguata [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chile">Chile [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chile">Chile [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#chincha">Chincha [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chincha">Chincha [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chinchacocha">Chinchacocha [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchay puquio">Chinchay puquio [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchaysuyo">Chinchaysuyo [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chongos">Chongos [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chonta">Chonta [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuchua">Chuchua [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuerqui">Chuerqui [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chupaca">Chupaca [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuquipuyuntu">Chuquipuyuntu [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cicaya">Cicaya [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cincos">Cincos [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ciscai">Ciscai [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#ciudad/ciudades">ciudad/ciudades [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cochabamba">Cochabamba [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cochacaya">Cochacaya [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cochangara">Cochangara [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#collao">Collao [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collao">Collao [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#collasuyo">Collasuyo [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collasuyo">Collasuyo [Cristóbal de Albornoz]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#comarca">comarca [Pedro Sancho]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cómas">Cómas [Andrés de Vega]</a></p>
Organización territorial,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#conchacalca">Conchacalca [Cristóbal de Albornoz]</a></p>
